exhibit	parade	1.6
exhibit	possess	3.3
exhibit	show	6.8
experience	inexperience	6.7
experience	life	3.95
experience	suffer	5.35
experience	taste	4.5
extension	expansion	6.2
eye	look	6.4
fail	choke	2.6
fail	shipwreck	2.4
fair	book	2.2
fair	join	1.8
fair	midway	2.55
fair	moderate	2.7
family	child	4.45
family	planning	0.8
famine	irish	1.7
famine	lack	4.4
fast	abstain	5.9
fast	abstain	4.4
fast	hunger	1.5
fast	sudden	5.6
fauna	avifauna	6.1
fear	fearlessness	6.6
fear	panic	8.05
fertility	egg	2.7
fertility	sterility	6.15
fiction	canard	4.45
fiction	fantasy	6.45
field	handle	0.0
field	play	3.3
field	tract	1.7
fighting	brush	0.2
fighting	defeating	5.8
fighting	resist	5.0
film	medium	2.9
film	record	7.1
fine	book	0.4
fine	precise	3.75
fingerprint	identification	5.0
firm	corporation	8.1
firm	hard	7.25
five	forward	0.1
fleet	aircraft	4.3
fleet	line	0.8
fleet	travel	2.6
flight	shoot	2.2
flight	sortie	4.4
flood	debacle	3.25
flood	fill	3.8
flood	flow	6.45
flush	age	0.9
flush	down	2.2
flush	even	0.3
flush	good	2.0
flush	rich	1.6
fly	travel	5.5
focus	blur	3.5
focus	concentration	7.0
focus	distinctness	3.9
focus	life	0.6
focus	think	4.0
food	fruit	6.9
food	medium	2.0
food	preparation	1.9
food	produce	3.1
food	rooster	3.9
football	basketball	2.6
football	soccer	9.2
football	soccer	8.5
football	tennis	5.4
forecast	evaluate	5.0
forecast	predict	7.9
forecast	prognosis	4.8
forest	biome	5.45
forest	growth	1.85
form	abbreviation	2.4
form	type	7.4
fort	presidio	2.4
forward	bold	1.35
forward	player	2.0
forward	position	3.9
forward	transport	3.1
found	initiate	3.0
found	wage	0.5
freeing	clear	3.2
freeing	parole	3.75
freelance	work	2.4
fruit	bear	2.55
fruit	product	2.3
fuck	intercourse	4.2
fuck	sex	6.1
fuel	fire	3.2
fuel	supply	5.8
fuel	supply	3.5
full	month	2.3
full	whole	7.6
furnace	oil	2.9
furnace	stove	1.35
further	far	4.05
further	promote	2.2
fused	gauge	1.6
fused	united	5.7
gain	account	4.7
gain	measure	2.85
gain	obtain	7.5
galaxy	collection	3.9
gallery	audience	3.35
game	defeat	2.0
game	parlay	1.5
game	playoff	4.6
game	round	2.4
game	series	4.85
game	team	3.2
game	victory	3.4
gas	sewer	2.2
gas	state	1.4
gem	art	0.9
gem	crystalline	5.4
gender	asexual	5.0
gender	equality	2.15
gen	information	1.7
gig	harpoon	0.4
glass	magician	1.4
glass	metal	2.2
glass	seidel	1.2
gone	advance	0.95
gone	work	2.8
gore	blood	4.8
gore	cut	2.0
gore	pierce	3.4
government	crisis	2.55
government	state	5.95
governor	control	4.5
governor	interview	0.95
graduate	confer	1.7
graduate	high	1.35
graduate	instrument	1.2
graduate	receive	0.95
graduate	scholar	6.4
graveyard	field	2.6
greater	large	7.2
grocery	shelf	1.7
group	biological	0.8
group	meet	3.7
group	vinyl	0.6
hard	fractious	2.0
hard	soft	3.4
hardware	weaponry	4.0
hay	fodder	5.6
healing	better	2.2
health	condition	4.25
health	illness	6.9
heel	follow	2.0
heel	stack	0.6
height	degree	3.7
hike	increase	7.4
hill	tor	1.95
history	age	5.35
history	recital	2.1
holy	sex	2.6
holy	topographical	1.5
home	away	1.8
home	return	1.85
honest	sincere	8.2
honey	lover	2.7
hooks	catch	1.7
hooks	hand	2.9
hospital	center	3.4
hospital	infrastructure	2.0
hospital	institution	3.4
hot	calorific	3.8
hotel	reservation	3.25
hot	violent	1.5
hundred	large	2.6
hundred	percent	4.3
hypertension	cardiovascular	4.5
ice	shelf	3.0
image	appearance	5.35
image	mental	2.05
image	surface	3.6
image	visualize	7.4
impartiality	inclination	2.05
impartiality	interest	3.9
implement	use	8.5
importance	important	5.55
importance	standing	2.7
increased	add	5.8
increased	enhanced	7.8
increased	maximize	6.8
index	list	7.6
index	mass	2.5
index	safety	0.5
industry	enterprise	7.35
industry	growth	3.6
information	confirmation	3.1
information	datum	5.0
initial	first	8.09
initial	letter	2.6
inmate	resident	5.7
instability	disorder	4.7
institution	vicariate	2.4
instruction	course	2.5
instruction	recipe	5.3
insurance	car	2.85
insurance	contract	4.2
interest	benefit	2.65
interest	enthusiasm	8.3
intermediate	chemical	2.3
intermediate	moderate	4.2
internet	network	3.6
interview	telephone	1.7
introduction	opening	5.1
introduction	usher	1.5
investigation	count	4.9
investigation	effort	3.65
investigation	fishing	1.3
investor	earning	3.35
iron	alpha	2.8
iron	robust	4.45
isolation	alienation	8.5
isolation	solitude	7.05
issue	edit	1.4
issue	edition	7.2
issue	overriding	2.9
issue	unblock	1.8
jazz	cool	1.4
jazz	neck	0.8
jazz	play	3.6
jewel	person	1.8
journal	association	2.9
journal	writing	5.6
journey	car	3.25
journey	ship	2.6
journey	voyage	7.8
keep	act	2.2
keep	continue	5.2
keep	stronghold	4.4
keyboard	holder	3.6
keyboard	typeset	7.95
kind	category	5.5
kind	soft	3.25
king	cabbage	1.2
king	queen	5.15
king	queen	4.9
king	rival	1.5
laboratory	region	0.85
lack	exclude	2.2
lad	brother	3.6
lad	child	4.0
landscape	painting	5.4
landscape	scenery	7.6
language	soliloquy	3.3
last	end	5.95
last	past	6.05
last	populate	1.5
last	rank	1.7
last	run	4.0
last	senior	1.8
laundering	change	2.1
laundering	machine	1.75
laundering	wash	6.9
law	joke	2.9
law	mosaic	3.4
lawyer	barrister	6.8
lawyer	evidence	3.65
lay	blow	1.4
lay	song	2.5
learned	discover	4.6
learned	educated	8.3
learned	scholarly	7.6
left	abandon	5.7
left	dad	1.0
lesson	admonition	5.1
lesson	tennis	1.8
lever	machine	2.25
lever	open	2.8
library	collection	6.2
library	house	2.6
life	being	3.6
life	experience	3.1
life	lesson	1.8
life	term	2.9
lift	aid	0.95
lift	consequence	1.9
lift	lower	4.4
lift	move	2.8
lighter	fuel	1.0
lighter	heavy	7.1
lighter	match	2.5
light	headlight	4.3
light	lighten	3.5
light	smoke	1.4
limb	branch	1.0
line	crib	1.1
line	insurance	1.0
line	lie	3.5
liquid	matter	1.1
liquid	medium	2.6
liquid	water	7.35
listing	category	4.7
listing	organization	1.75
listing	post	3.5
listing	proximity	0.8
listing	sick	1.7
list	position	1.6
list	post	5.2
list	shopping	2.0
live	people	1.8
lobster	american	0.5
lobster	food	4.4
lobster	wine	2.2
look	eye	3.5
looking	search	5.6
looking	sightseeing	4.51
look	observation	7.0
look	sparkle	5.75
loss	reducing	6.65
loss	wastage	4.95
lost	drop	1.95
lost	people	2.2
lost	sleep	1.8
love	agape	4.2
love	care	4.7
love	like	4.15
love	object	0.1
lover	quarrel	2.6
love	sex	3.1
lowering	decrease	7.4
lowering	devalue	7.45
lowering	movement	2.8
lowering	reef	1.3
luxury	car	2.7
madhouse	mental	6.0
magician	escapologist	4.4
magician	magus	1.0
magician	wizard	6.1
maker	manufacturer	6.2
man	force	0.2
manslaughter	homicide	7.4
manufacture	commercial	3.93
manufacture	up	1.5
man	woman	4.8
mark	broad	2.0
mark	buoy	1.8
mark	class	1.5
market	black	0.5
market	labor	2.6
market	shop	2.8
market	trade	6.4
marriage	open	2.0
marriage	spouse	7.7
married	person	1.7
match	final	5.5
match	look	2.1
match	matchstick	2.35
match	supply	1.9
mature	develop	5.9
medal	distinguish	1.5
media	environment	0.4
media	gain	1.4
media	radio	5.7
media	telecommunication	6.5
media	trading	1.0
mention	allusion	5.6
mention	comment	6.8
mention	photograph	0.8
mention	up	3.65
merit	approach	1.5
merit	demerit	4.2
merit	worthiness	4.4
metal	silver	7.45
metal	tombac	2.6
midday	noon	6.0
middle	central	8.15
middle	phase	2.1
middle	put	1.9
mile	kilometer	8.9
milk	draw	1.2
milk	nutriment	4.3
mind	recall	4.8
mine	strip	3.15
mine	sulfur	2.3
minister	clergyman	3.7
minister	foreign	3.15
minister	party	5.4
minister	work	2.17
ministry	building	2.3
ministry	culture	1.65
ministry	priesthood	4.95
minority	minor	5.3
minority	peace	1.5
miss	failure	1.3
mock	derision	4.1
mock	tease	7.5
model	kind	4.9
model	ptolemaic	0.0
model	shape	4.6
mole	spy	4.6
money	bank	4.2
money	cash	2.1
money	currency	7.9
money	deposit	2.5
money	dollar	8.5
money	laundering	2.9
money	operation	0.3
money	pile	0.2
money	possession	1.1
money	property	2.8
money	wealth	6.9
monk	oracle	4.1
monk	religious	7.2
monk	slave	1.5
month	hotel	0.7
month	solar	1.7
month	week	7.5
moon	object	1.5
morality	importance	3.6
morality	inner	3.7
morality	virtue	5.8
morocco	levant	5.15
morocco	moroccan	9.05
motel	motor	0.2
mother	care	4.4
mother	make	0.9
mother	mother-in-law	5.25
mother	yeast	0.3
motor	agent	0.2
motor	stepper	5.1
motto	catchphrase	5.25
mourning	sadness	7.45
mouth	beak	4.1
mouth	tongue	7.1
movie	approach	1.0
movie	critic	2.3
movie	popcorn	4.0
movie	star	1.9
movie	theater	6.5
ms	gulf	0.5
murder	manslaughter	7.6
museum	depository	3.3
museum	theater	6.0
music	project	1.5
music	sound	4.7
narrow	determine	2.17
narrow	limited	5.25
narrow	strait	4.9
nation	foreign	5.7
nation	spanish	5.7
nature	agent	0.8
nature	characteristic	4.4
nature	environment	6.95
nature	man	2.4
nerves	psychological	4.6
network	hardware	5.5
network	system	5.0
network	system	6.2
newspaper	item	1.9
newspaper	publisher	5.1
news	report	6.9
news	update	5.95
nobility	aristocrat	5.7
noon	day	4.1
noon	string	0.3
number	majority	4.9
nurse	practical	1.3
nurse	treat	6.2
object	challenge	1.8
object	draw	3.9
object	point	1.6
observation	architecture	1.3
observation	radio	0.9
office	business	4.75
office	printing	0.8
offset	balance	3.5
offset	balance	5.6
offset	compensation	1.9
opening	rift	2.45
opening	up	1.1
opera	industry	1.7
opera	musical	6.55
opera	performance	4.75
operation	action	6.6
oracle	prophecy	5.17
orchestrated	score	0.5
organism	individual	4.95
organism	system	2.3
oxygen	liquid	2.8
pack	battalion	2.5
pack	fill	2.6
panorama	position	2.5
parent	organism	2.3
part	interruption	0.3
part	relation	3.3
party	dance	1.2
party	union	5.8
pass	accomplishment	2.4
passing	death	1.7
passing	done	2.6
passing	forward	4.8
passing	run	2.5
pass	leave	5.0
patronage	blessing	3.7
patronage	people	4.1
pat	sound	1.3
pat	touch	3.1
payment	repayment	5.4
peace	amity	6.2
peace	atmosphere	1.7
peace	insurance	1.7
peace	plan	2.0
people	state	4.3
percent	occupancy	3.2
perfect	polish	4.5
perfect	unbroken	3.7
performance	magic	4.8
performance	recital	1.8
personnel	department	3.2
personnel	police	5.1
phone	equipment	5.1
physics	chemistry	8.15
physics	proton	5.55
place	area	3.2
place	delegate	5.75
place	siphon	2.0
plain	knit	2.2
plain	llano	4.9
plain	obvious	3.6
plain	report	1.9
plain	simple	5.25
plane	car	3.0
plane	cut	1.37
plan	employee	1.0
plane	seaplane	3.5
planet	astronomer	5.7
planet	constellation	5.05
planet	follower	1.7
planet	galaxy	4.7
planet	people	1.9
planet	space	3.65
planet	star	6.35
plan	hotel	2.15
planning	draw	6.2
planning	frame	2.0
plan	schedule	8.6
plasma	gamma	1.5
play	curtain	1.05
played	act	3.3
played	die	1.2
play	foul	2.3
play	thousand	0.7
poll	homo	1.1
poll	straw	0.8
poll	vote	8.25
pop	father	0.2
pop	hit	2.75
pop	soft	1.2
population	overpopulation	6.8
possession	criminal	2.35
possession	liabilities	2.9
possibility	expectation	3.75
possibility	girl	0.2
potato	vine	2.7
practice	formalism	3.0
practice	learn	5.35
prairie	grassland	3.5
precedent	antecedent	5.6
precedent	civil	1.5
precedent	cognition	3.7
precedent	collection	0.9
precedent	example	4.1
precedent	group	0.9
precedent	information	2.45
precedent	law	4.9
prejudice	bias	6.75
prejudice	recognition	2.2
preparation	smell	2.65
preservation	condition	3.1
preservation	self-preservation	4.5
preservation	world	0.6
president	branch	3.95
president	medal	1.2
pressing	part	1.35
pressing	squeeze	2.7
price	cost	8.3
price	mark	1.7
principle	hellenism	4.3
principle	yin	1.4
print	contact	2.3
print	produce	4.9
problem	airport	1.1
problem	challenge	7.4
problem	difficulty	7.6
problem	poser	1.5
production	crew	3.05
production	growing	4.75
production	theater	3.2
professor	academician	8.1
professor	cucumber	0.2
professor	doctor	3.45
profit	advantage	7.2
profit	fast	0.7
profit	gain	9.0
profit	loss	4.1
profit	warning	0.9
project	bulge	2.1
projecting	bulge	4.6
projecting	communicate	2.8
project	moneymaker	1.5
prominence	limelight	4.3
promise	betrothal	1.85
promise	declare	3.3
promise	expectation	4.0
promise	pledge	8.5
property	possession	3.9
proton	nucleon	8.2
proximity	vicinity	7.4
psychiatry	psychotherapy	6.1
psychology	anxiety	5.45
psychology	clinic	2.6
psychology	cognition	3.0
psychology	depression	4.3
psychology	discipline	2.1
psychology	doctor	4.8
psychology	fear	3.7
psychology	health	3.25
psychology	mind	5.1
psychology	science	6.4
psychology	science	4.1
quarrel	argue	6.85
queen	insect	1.6
queen	promote	2.1
quiet	louden	0.5
quiet	order	2.9
rabbi	leader	5.75
rabbi	title	2.15
racism	anti-semitism	7.4
racism	profiling	2.8
racket	enterprise	4.7
racket	noise	2.0
radio	broadcasting	7.9
raising	bump	4.7
raising	rise	3.1
raising	upbringing	5.2
reading	interpretation	5.4
reading	read	8.15
reason	criterion	2.0
reason	explanation	7.02
reason	generalize	4.35
reason	present	1.7
rebel	soldier	7.3
rebel	young	1.1
recognition	designation	2.9
recommendation	advice	5.9
recommendation	puff	1.0
record	number	3.8
record	score	2.7
record	write	3.4
recovery	improvement	6.3
recovery	rally	1.95
reduced	abbreviate	4.5
reduced	bated	3.7
reduced	low	4.45
reduced	out	3.75
reduce	simplify	5.55
reduce	slash	5.3
reed	plant	2.3
registration	arrangement	3.95
registration	body	0.1
registration	entrance	2.8
relieve	comfort	4.6
relieve	free	6.6
report	announce	6.45
report	blue	2.85
report	gain	1.1
reservation	fine	2.2
resolution	document	5.1
resolution	physical	1.8
retirement	status	0.95
reverse	gear	3.4
reverse	opposition	3.5
right	position	2.0
right	proper	3.65
right	water	0.0
rock	chondrite	0.7
rock	jazz	8.2
rock	limestone	4.6
rock	move	0.5
rock	move	1.8
role	hat	1.8
role	title	4.1
rolling	robbery	0.1
rolling	sound	2.35
romance	intrigue	1.6
romance	love	7.5
romance	quality	1.4
rooster	chicken	6.0
rose	damask	1.0
rose	soar	3.77
rough	crushed	0.7
rough	golf	0.8
round	ammunition	4.6
round	phase	1.8
round	shape	3.95
round	travel	0.9
row	dispute	1.2
row	stroke	4.7
row	terrace	1.6
rubber	crepe	2.1
running	dash	0.8
running	leave	2.8
running	sprint	4.7
sacrifice	force	1.35
sacrifice	give	3.7
sacrifice	kill	5.9
sales	divestiture	3.3
sales	income	5.4
sample	example	4.1
satellite	air	4.7
satellite	follower	1.5
satellite	outer	1.9
satellite	solar	5.75
scattered	break	2.3
scattered	disband	4.4
scattered	incoherent	2.6
school	alumnus	2.3
school	center	3.5
school	system	2.6
science	virtuosity	2.1
scientist	cosmographer	6.0
seafood	lobster	2.9
seafood	sea	4.7
sea	measure	0.8
season	dry	3.6
sea	south	1.9
second	back	1.8
second	eye	0.7
second	leap	1.95
second	ordinal	3.4
secretary	assistant	5.45
secretary	energy	0.7
secret	confidence	2.78
secret	password	6.9
see	appreciate	3.5
see	diocese	2.35
seeing	recognition	1.9
seeing	visualize	7.6
seepage	exudation	5.6
senate	state	3.8
sent	out	4.5
serial	opera	3.55
serial	ordered	1.6
serial	quarterly	1.75
series	broadcast	3.1
series	string	5.5
seven	spot	0.5
sex	class	2.9
sex	distinguish	0.9
sex	foreplay	6.1
sheet	cover	0.1
sheet	expanse	1.95
sheet	worksheet	7.25
shifting	back	2.1
shifting	move	6.2
shining	work	2.5
shoot	shooting	8.8
shoot	sucker	2.2
shore	arrive	1.1
shore	beam	0.9
shore	bound	2.5
shore	geological	4.3
short	close	1.8
short	diamond	0.6
shot	colorful	2.8
shot	control	1.2
shot	grapeshot	4.9
shot	kill	2.3
shower	flood	2.9
shower	plumbing	6.75
shower	thunderstorm	3.1
sign	street	2.5
sign	token	3.9
similarity	law	0.0
single	base	1.5
single	common	1.7
single	hit	0.9
singles	badminton	3.8
singles	hit	4.6
single	singleton	1.5
singles	tennis	5.1
situation	element	1.5
situation	isolation	1.1
situation	place	2.45
size	classify	2.5
size	coat	2.7
size	magnitude	6.45
size	prominence	1.7
size	property	0.551
skin	eye	5.65
skin	free	0.7
slain	dead	7.8
slain	dead	7.0
slain	kill	7.5
slave	work	3.7
slave	worker	3.7
slight	dismiss	1.85
slight	insignificant	5.8
slight	silent	1.6
slip	freudian	0.9
slip	move	5.15
slow	gradual	6.2
smart	student	1.3
smashing	blast	5.0
smashing	hit	7.5
smile	expression	7.1
smoking	emit	3.65
smoking	inhale	6.6
smoking	vaporization	4.8
soap	bribe	2.05
soap	opera	2.8
soap	saddle	1.6
software	compatible	3.9
sole	single	7.9
solo	activity	3.4
solo	fly	1.0
solo	musical	4.5
solo	perform	3.7
sounding	depth	1.05
