11	Mexico	n	Brazil	n	chalky background . Some tall cylinders are considered ceremonial vessels while narrow-necked jars may have been used for liquids . Ware in the southern portion of the region , particularly after A.D. 1150 , is characterized by heavier black-line decoration and the use of carbon-based colorants . In northern New <b> Mexico </b> , the local " black on white " tradition , the Rio Grande white wares , continued well after 1300 AD . Changes in pottery composition , structure and decoration are signals of social change in the archaeological record . This is particularly true as the peoples of the	Championship for men was held in Argentina . Three years later , the first FIBA World Championship for Women was held in Chile . Women 's basketball was added to the Olympics in 1976 , which were held in Montreal , Canada with teams such as the Soviet Union , <b> Brazil </b> and Australia rivaling the American squads . Pros in the Olympics . FIBA dropped the distinction between amateur and professional players in 1989 , and in 1992 , professional players played for the first time in the Olympic Games . The United States ' dominance continued with the introduction	4.4	5.0	3.0	3.0	10.0	8.0	0.0	4.0	5.0	0.0	6.0
12	Mexico	n	Puebla	n	, 2008 . It was declared an official non-working day , and over 2 million trees were planted . The holiday was declared in honor of reforestation following the devastating Macedonian wildfires of Summer 2007 . Malawi . National Tree Planting Day is on the 2nd Monday of December . <b> Mexico </b> . National Tree Day is on the 2nd Thursday of July . Namibia . Its first Arbor Day was celebrated on 2004-10-08 . Netherlands . Since conference and of the Food and Agriculture Organization 's publication " World Festival of Trees " , and a resolution of the United	Maximilian I of Mexico , with support from the Roman Catholic clergy and conservative elements of the upper class as well as some indigenous communities . Although the French , then considered one of the most efficient armies of the world , suffered an initial defeat in the Battle of <b> Puebla </b> on May 5 , 1862 ( now commemorated as the Cinco de Mayo holiday ) they eventually defeated the Mexican government forces and set the couple on the throne . The Mexican monarchy set up its administration in Mexico City , using the National Palace as its seat of	6.0	8.0	7.5	8.0	0.0	7.0	7.5	0.0	7.0	5.0	10.0
13	OPEC	n	Saudi	n	Algeria . Algeria is a member of the United Nations , African Union , and <b> OPEC </b> . It also contributed towards the creation of the Maghreb Union . Etymology . In Classical times northern Algeria was known as Numidia , which included parts of modern day western Tunisia and eastern Morocco . Ancient history . Algeria had been inhabited since prehistoric times by indigenous peoples	to build any infrastructure . shabalabadingdong The begin of the oil era . Border disputes . In 1955 , the United Kingdom sided with Abu Dhabi in the latter 's dispute with Oman over the Buraimi Oasis another territory to the south . A 1974 agreement between Abu Dhabi and <b> Saudi </b> Arabia would have settled the Abu Dhabi-Saudi border dispute ; however , the agreement has yet to be ratified by the UAE government and is not recognised by the Saudi government . The border with Oman also remains officially unsettled , but the two governments agreed to delineate the	5.0	4.0	8.0	10.0	5.0	8.0	7.0	0.0	5.0	3.0	0.0
14	Palestinian	n	Arab	n	leaving the area blamed the lack of economic and educational opportunities , especially due to the Christians ' middle-class status and higher education . Since the Second Intifada , 10 % of the Christian population have left the city . A 2006 poll of Bethlehem 's Christians conducted by the <b> Palestinian </b> Centre for Research and Cultural Dialogue , found that 90 % reported having Muslim friends , 73.3 % agreed that the Palestinian National Authority treats Christian heritage in the city with respect and 78 % attributed the ongoing exodus of Christians from Bethlehem to the Israeli travel restrictions in	negotiated directly with the kidnappers , repeating the offer of an unlimited amount of money . According to Cooley , the reply was that " money means nothing to us ; our lives mean nothing to us . " Magdi Gohary and Mohammad Khadif , both Egyptian advisors to the <b> Arab </b> League , and A.D. Touny , an Egyptian member of the International Olympic Committee , also helped try to win concessions from the kidnappers , but to no avail . However , the negotiators apparently were able to convince the kidnappers that their demands were being considered , as	4.1	0.0	6.0	2.0	7.0	5.0	5.0	6.0	0.0	9.0	1.0
15	Wednesday	n	news	n	well below the national average . Newspapers . Ballarat has two local newspapers , both owned by Rural Press Limited , " The Courier " is a daily , and the " Ballarat News " , a free weekly . The latter is distributed almost universally across the city every <b> Wednesday </b> , and containing news of community events , advertisements for local businesses , and a real estate and classifieds section . Radio stations . Local radio stations include ' 3BA ' , ' Power FM ' and also several community radio stations . There are also local branches of	York newspapers were filled with articles about gang warfare , keeping the show 's plot timely . Robbins kept the cast members playing the Sharks and the Jets separate in order to discourage them from socializing with each other and reminded everyone of the reality of gang violence by posting <b> news </b> stories on the bulletin board backstage . Robbins wanted a gritty realism from his sneaker - and jeans-clad cast . He gave the ensemble more freedom than Broadway dancers had previously been given to interpret their roles , and the dancers were thrilled to be treated like actors instead	2.6	0.0	0.0	0.0	10.0	0.0	0.0	1.0	0.0	8.0	7.0
16	Wednesday	n	weekday	n	play-by-play for a World Series from start to finish . Costas ended up winning a Sports Emmy Award for Outstanding Sports Personality , Play-by-Play . In 1999 , Costas teamed with his then-NBC colleague , Joe Morgan to call two weekday night telecasts for ESPN . The first was on <b> Wednesday </b> , August 25 with Detroit Tigers playing against the Seattle Mariners . The second was on Tuesday , September 21 with the Atlanta Braves playing against the New York Mets . National Basketball Association . When NBC gained the NBA network contract from CBS in 1990 , Costas hosted	were among the programming on the original lineup . Many UPN affiliates were already airing the syndicated Disney Afternoon block anyway . The Disney cartoons therefore were no longer syndicated but now aired on UPN stations . The block was reinstated to two hours . In some markets it ran <b> weekday </b> mornings , while in other markets it aired weekday afternoons . In 2002 , ' moved to the lineup from Fox Kids . This was due to Disney 's acquisition of Fox 's children 's programming department ( then known as Jetix until 2009 . now known as Disney	6.3	6.0	10.0	1.0	10.0	2.0	4.0	7.0	8.0	9.0	6.0
17	Yale	n	Haven	n	one of the top 20 athletic programs in the country according to U.S. News & World Report . Brown Women 's Rowing Team has won 6 national titles in the last 12 years and Brown Football won the 2005 Ivy League Championships and shared the 1999 Ivy League title with <b> Yale </b> . The Football team more recently won a share of the 2008 title with Harvard . Brown 's Men 's Soccer program is consistently ranked in the top 25 and has won 18 Ivy League titles overall , including 8 of the last 12 . Recent graduates play professionally	Entertainment & Film production . Selita Ebanks is a Caymanian fashion model . She is best known for her work with Victoria 's Secret and as a Victoria 's Secret Angel from 2005-2008 . Notable feature films that have been filmed in the Cayman Islands include : The Firm , <b> Haven </b> and Cayman Went . The Cayman Islands Film Commission provides assistance to productions utilizing the jurisdiction . Frank E. Flowers is a Caymanian independent filmmaker , film director and screenwriter .	1.5	0.0	0.0	10.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0
18	ability	n	know-how	n	on one 's ability to help other living beings are removed . It is said that there are countless beings who have attained Buddhahood . Buddhas spontaneously , naturally and continuously perform activities to benefit all sentient beings . However it is believed that sentient beings ' karmas limit the <b> ability </b> of the Buddhas to help them . Thus , although Buddhas possess no limitation from their side on their ability to help others , sentient beings continue to experience suffering as a result of the limitations of their own former negative actions . Tibetan definitions of " Buddhist "	a long time . The ideas range from " a narrative story in a surreal fashion with as much money and special effects as possible " to " pockets of all of that or something that 's live or the band playing " . Although Carey stated that the necessary <b> know-how </b> was at hand due to the many relations to artists working in the movie business , Jones dismissed the idea saying , " It 's just talk right now . " According to " Rolling Stone " , after the 50th Grammy Awards , while attending a Sony BMG	7.45	8.0	0.0	10.0	7.0	6.0	10.0	8.0	10.0	8.0	7.5
19	abuse	n	abuse	n	, President Islam Karimov signed a decree that was to abolish capital punishment in Uzbekistan on 1 January 2008 . The 2005 civil unrest in Uzbekistan , which resulted in several hundred people being killed , is viewed by many as a landmark event in the history of human rights <b> abuse </b> in Uzbekistan , A concern has been expressed and a request for an independent investigation of the events has been made by the United States , European Union , the UN , the OSCE Chairman-in-Office and the OSCE Office for Democratic Institutions and Human Rights . The government of	Opinion Research Centre and the Pew Organisation conclude that spiritually committed people are twice as likely to report being " very happy " than the least religiously committed people . An analysis of over 200 social studies that " high religiousness predicts a rather lower risk of depression and drug <b> abuse </b> and fewer suicide attempts , and more reports of satisfaction with life and a sense of well-being " and a review of 498 studies published in peer-reviewed journals concluded that a large majority of these studies showed a positive correlation between religious commitment and higher levels of perceived well-being	6.8	9.0	8.0	6.0	0.0	9.5	5.0	2.0	8.5	10.0	10.0
20	abuse	n	persecution	n	Hungarian folklore , the concept of werewolf goes back to the Middle Ages . The werewolves used to live specially in the region of Transdanubia , and it was thought that the ability to change into a wolf it was obtained in the infant age , after the suffering of <b> abuse </b> by the parents or by a curse . At the age of seven the boy leaves the house and goes hunting by night and can change to person or wolf whenever he wants . The curse can also be obtained when in the adulthood the person passed three times	Christianity was an offshoot , and the Roman Empire which controlled much of the land early Christianity was distributed across . This continued from the first century until the early fourth , when the religion was legalised by Constantine I. There is also a history of individual Christian denominations suffering <b> persecution </b> at the hands of other Christians under the charge of heresy , particularly during the 16th century Protestant Reformation . In the 20th century , Christians have been persecuted by radical Muslim and Hindu groups inter alia due to conversion act conducted by Evangelicals , and by ( officially	5.7	10.0	0.0	0.0	5.0	8.0	7.0	4.0	10.0	6.0	7.0
21	accepted	v	accepted	v	Alps tend to be less populous , agrarian or tourist based economies , and religiously Catholic . Western or Central Europe ? While often defined as a Western European country , Switzerland is also viewed by some as being part of Central Europe . There is in fact no universally <b> accepted </b> subdivision of Europe and the issue how to name and define the Central European region is subject to debates . The United Nations Statistics division and the National Geographic Society locate Switzerland ( along with Austria on the east ) among the nations of Western Europe . The World	Vienne , which met in 1311 . When the council met , three cardinals appeared before it and testified to the orthodoxy and morality of the dead pope . Two knights , as challengers , threw down their gauntlets to maintain his innocence by wager of battle . No one <b> accepted </b> the challenge , and the Council declared the matter closed . Burial and Exhumation . The body of Boniface VIII was buried in 1303 in a special chapel that also housed the remains for Pope Boniface IV . Boniface VIII had arranged that this would be done to offset	9.3	8.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	5.0
22	accepted	a	acknowledged	a	his interpretations of Cyndi Lauper 's ballad " Time After Time , " and " Human Nature " from Michael Jackson . Davis considered releasing an entire album of pop songs and recorded dozens of them , but the idea was scrapped . Davis noted that many of today 's <b> accepted </b> jazz standards were in fact pop songs from Broadway theater , and that he was simply updating the " standards " repertoire with new material . " You 're Under Arrest " also proved to be Davis 's final album for Columbia . Trumpeter Wynton Marsalis publicly dismissed Davis	Bahram II 's gifts were widely recognized as symbolic of a victory in the ongoing conflict with Persia ; Diocletian was hailed as the " founder of eternal peace " . The events might have represented a formal end to Carus ' eastern campaign , which probably ended without an <b> acknowledged </b> peace . At the conclusion of discussions with the Persians , Diocletian re-organized the Mesopotamian frontier and fortified the city of Circesium ( Buseire , Syria ) on the Euphrates . Maximian made Augustus . Maximian 's campaigns were not proceeding as smoothly . The Bagaudae had been easily	7.4	7.0	10.0	5.0	4.0	8.0	8.0	8.0	9.0	7.0	8.0
23	accepted	v	believe	n	in Texas as well as the central and eastern parts of Mexico . This fish , especially the blind variant , is reasonably popular among . The Mexican tetra has been treated as a subspecies of " A. fasciatus , " the banded tetra , but this is not widely <b> accepted </b> . Blind cave form . " A. mexicanus " is famous for its blind cave form , which is known by such names as blind cave tetra , blind tetra , and blind cavefish . Some thirty distinct populations of Mexican tetras live in deep caves and have lost	. Trade in commodities such as cotton and aluminium wire has contributed greatly to this steady improvement . In Tajikistan about 20 % of the population lives on less than US$ 1.25 per day . Etymology . " Tajikistan " means the " Land of the Tajiks " . Some <b> believe </b> the name Tajik is a geographic reference to the crown ( " Taj " ) of the Pamir Knot , but this is a folk etymology . The word " Tajik " was used to differentiate Persians from Turks in Central Asia , starting as early as the 10th	4.7	5.0	0.0	5.0	3.0	3.0	5.0	8.0	4.0	10.0	4.0
24	accepted	v	welcome	v	planetary positions using this model , like what Nicolaus Copernicus later did in the 16th century . During the Middle Ages , heliocentric models may have also been proposed by the Indian astronomer , Aryabhata , and by the Persian astronomers , Albumasar and Al-Sijzi . The Aristotelian model was <b> accepted </b> in the Western world for roughly two millennia , until Copernicus revived Aristarchus ' theory that the astronomical data could be explained more plausibly if the earth rotated on its axis and if the sun were placed at the center of the Universe . Copernicus ' heliocentric model allowed	album and is entitled ' Saturate ' . Electronic Battle Weapon 9 is typical Chemicals dancefloor track with their trademark vocoder vocals coupled with sirens and a basic ' tribal ' melody . At the same Turnmills gig , the Brothers also played a previously unreleased song at midnight to <b> welcome </b> 2007 which went down well with the crowd . This track eventually emerged as Burst Generator , found on the album " We Are The Night " . Many are left wondering if the latest in the Electronic Battle Weapon series were simply one off genius pieces or signal	4.5	3.0	0.0	6.0	8.0	9.0	1.0	0.0	5.0	5.0	8.0
25	accommodate	v	accommodate	v	the majority of the early visitor centers , campgrounds and the current system of park roads . During World War II , staffing and visitation both decreased , and many facilities fell into disrepair . By the 1950s , visitation increased tremendously in Yellowstone and other national parks . To <b> accommodate </b> the increased visitation , park officials implemented Mission 66 , an effort to modernize and expand park service facilities . Planned to be completed by 1966 , in honor of the 50th anniversary of the founding of the National Park Service , Mission 66 construction diverged from the traditional	GT1 Challenge and won . This was Newman 's 4th national championship . Minor changes were made to the 300ZX including a water-cooled turbocharger , smoked taillights , and body-color bumpers . The 1986 model saw wider flared wheel wells , and the rear quarter panels were designed specifically to <b> accommodate </b> factory ground effect style side skirts . 1986 turbo models were equipped with an ordinary hood , markedly losing the turbo " scoop " on the drivers side . In order to keep up with quickly aging aesthetics , another slight redesign happened in 1987 , consisting of new	8.6	10.0	9.0	9.0	10.0	10.0	8.0	10.0	10.0	0.0	10.0
26	accommodate	v	adjust	v	Hearts . Hearts is an " evasion-type " trick-taking playing card game for four players , although variations can <b> accommodate </b> 3-6 players . The game is also known as Black Lady , Chase the Lady , Crubs , Black Maria , and Black Bitch , though any of these may refer to the similar but differently-scored game Black Lady . The game is regarded as a member of the	the United States by Thomas T. Goldsmith , Jr. and Estle Ray Mann . The patent was filed on January 25 , 1947 , and issued on December 14 , 1948 . It described using eight vacuum tubes to simulate a missile firing at a target and contains knobs to <b> adjust </b> the curve and speed of the missile . Because computer graphics could not be drawn electronically at the time , small targets were drawn on a simple overlay and placed on the screen . In 1949-1950 , Charley Adama created a " Bouncing Ball " program for MIT 's	4.55	5.0	5.0	2.0	8.0	0.0	0.0	7.5	8.0	3.0	7.0
27	accommodation	n	accommodation	n	the individual diver can not predict exactly at what depth the onset of narcosis will occur on a given day , the first symptoms of narcosis for any given diver are often more predictable and personal . For example , one diver may have trouble with eye focus ( close <b> accommodation </b> for middle-aged divers ) , another may experience feelings of euphoria , and another feelings of claustrophobia . Some divers report that they have hearing changes , and that the sound which their exhaled bubbles make becomes different . Specialist training may help divers in identifying these personal onset	$ 13,351 and above . State sales tax revenues are used exclusively for education . There is a general state sales tax rate of 6 % , and some items have different rates ; e.g. , the tax is 3 % on unprepared food items and 7 % on sleeping <b> accommodation </b> rentals . Individuals 85 or older get a one-percent exclusion from the general sales tax . Counties may impose an additional 1 % local option sales tax and other local sales taxes , and local governments may impose a local accommodations tax of up to 3 % . South	4.3	1.0	9.0	10.0	0.0	9.0	0.0	0.0	4.0	0.0	10.0
28	accommodation	n	settlement	n	the Church of England was re-established , and episcopal church government was restored in Scotland . The latter move was particularly contentious , causing many , especially in the south-west of Scotland , to abandon the official church , attending illegal field assemblies in preference . The authorities attempted some <b> accommodation </b> with Presbyterian dissidents , introducing official ' Indulgences ' in 1669 and 1672 , meeting with some limited success . Towards the end of Charles ' reign those with more extreme Presbyterian opinions , known as the Covenanters , who favoured rejecting all compromise with the state , began	Lt. John Bowen for the purpose of preventing the French from claiming the island . An alternative settlement was established by Captain David Collins to the south in 1804 in Sullivan 's Cove on the western side of the Derwent , where fresh water was more plentiful . The latter <b> settlement </b> became known as Hobart Town or Hobarton , later shortened to Hobart , after the British Colonial Secretary of the time , Lord Hobart . The settlement at Risdon was later abandoned . The early settlers were mostly convicts and their military guards , with the task of developing	5.3	0.0	8.0	8.0	7.0	8.0	10.0	0.0	3.0	7.0	2.0
29	acronym	n	form	n	cycle/instruction issue rate was 10 times faster than the memory access time . Jim Thornton and Seymour Cray designed it as a number-crunching CPU supported by 10 simple computers called " peripheral processors " to handle I/O and other operating system functions . Thus the joking comment later that the <b> acronym </b> RISC actually stood for " Really Invented by Seymour Cray " . The earliest attempt to make a chip-based RISC CPU was a project at IBM which started in 1975 . Named after the building where the project ran , the work led to the IBM 801 CPU family	name within these contractions ( " yeho - " , " yo - " , " - yahoo " , " - yah " ) and their pronunciation remains known . ( These known pronunciations do not in fact match the conjectured pronunciation " yahweh " for the stand alone <b> form </b> . ) Many English translations of the Bible , following the tradition started by William Tyndale , render YHWH as " LORD " ( all caps ) or " The LORD " ( small caps ) , and " Adonai " as " Lord " ( upper & lower	3.6	4.0	0.0	10.0	2.0	10.0	2.0	0.0	0.0	8.0	0.0
30	activity	n	activity	n	Domestic wiretapping under Richard Nixon . In the years after President Richard Nixon resigned , there were several investigations of suspected misuse of Central Intelligence Agency ( CIA ) and NSA facilities . Senator Frank Church headed a Senate investigating committee ( the Church Committee ) which uncovered previously unknown <b> activity </b> , such as a CIA plot ( ordered by President John F. Kennedy ) to assassinate Fidel Castro . The investigation also uncovered NSA 's wiretaps on targeted American citizens . After the Church Committee hearings , the Foreign Intelligence Surveillance Act of 1978 became law , limiting circumstances	. Rand saw her views as constituting an integrated philosophical system , which she called " Objectivism . " Its essence is " the concept of man as a heroic being , with his own happiness as the moral purpose of his life , with productive achievement as his noblest <b> activity </b> , and reason as his only absolute . " Objectivism has been described pejoratively as " Pseudophilosophy " . Rejecting faith as antithetical to reason , Rand embraced philosophical realism and opposed all forms of mysticism or supernaturalism , including organized religion . Rand also argued for rational egoism	8.6	9.0	7.5	10.0	10.0	3.0	9.0	10.0	10.0	10.0	7.5
31	activity	n	inaction	n	tons of poultry and 61 million tons of eggs were produced worldwide . Chickens account for much of human poultry consumption , though turkeys , ducks , and geese are also relatively common . Many species of birds are also hunted for meat . Bird hunting is primarily a recreational <b> activity </b> except in extremely undeveloped areas . The most important birds hunted in North and South America are waterfowl ; other widely hunted birds include pheasants , wild turkeys , quail , doves , partridge , grouse , snipe , and woodcock . Muttonbirding is also popular in Australia and	respect which always marked his communications with the court . It has been insinuated both by contemporary and by later critics that being disappointed at his loss of popularity , and convinced of the impossibility of co-operating with his colleagues , he exaggerated his malady as a pretext for the <b> inaction </b> that was forced upon him by circumstances . But there is no sufficient reason to doubt that he was really , as his friends represented , in a state that utterly unfitted him for business . He seems to have been freed for a time from the pangs of	6.0	8.0	8.0	10.0	7.0	8.0	3.0	5.0	2.0	0.0	9.0
32	admission	n	confession	n	been several theories regarding the Buddha 's reluctance to ordain women , including the possibility that it was due to fears that a community of women would not be safe in the society of his day . According to the scriptures the reason the Buddha himself gave was that the <b> admission </b> of women would weaken the Sangha and shorten its lifetime , and he laid down strict rules subordinating nuns to monks ( The Eight Garudhammas ) . Before the modern era , the Bhikkhuni Sangha spread to most Buddhist countries including Burma ( also known as Myanmar ) ,	. The prosecution disputed the claim , saying that the leg could have belonged to any one of eight victims who had been buried without a left leg . Numerous damaging leaks emerged , which appeared to originate from conversations between McVeigh and his defense attorneys . They included a <b> confession </b> said to have been inadvertently included on a computer disk that was given to the press , which McVeigh believed seriously compromised his chances of getting a fair trial . A gag order was imposed during the trial , prohibiting attorneys on either side from commenting to the press	2.3	10.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	3.0	0.0
